amount,merchant_risk,location_change,multiple_transactions,behavior_score,device_change,ip_change,duplicate_transaction,night_transaction,fraud
95586.99,0,1,0,27,0,1,0,1,1
94663.91,0,0,0,24,0,0,0,1,0
3852.19,0,1,0,10,1,0,1,0,0
34540.21,0,0,1,18,0,0,0,0,0
553.98,0,0,0,37,0,0,0,0,0
39094.52,20,1,0,20,1,0,0,0,0
49916.92,0,1,0,24,0,0,0,0,1
70470.69,0,0,1,28,0,0,0,0,1
9110.82,0,0,0,33,0,0,0,1,0
33388.22,20,0,1,21,0,0,1,0,1
71582.08,0,0,1,32,0,0,0,1,1
84925.1,0,0,0,11,0,0,0,0,0
3577.94,0,0,0,29,1,0,0,1,1
51173.74,0,0,0,14,0,0,1,0,1
36388.54,20,0,1,11,0,0,1,0,1
56266.41,20,0,0,24,0,0,0,0,1
49851.02,0,0,0,8,0,0,0,0,0
13964.25,0,0,1,39,0,0,0,1,1
69245.18,0,0,0,8,0,0,0,0,0
36913.1,0,0,0,3,0,1,0,1,0
50127.32,0,1,0,17,1,0,0,0,1
13225.45,0,0,0,31,0,0,0,0,0
72019.58,0,0,0,2,0,0,0,1,0
527.24,20,0,0,7,1,1,0,1,0
40924.54,0,0,0,4,0,0,0,0,0
67120.06,20,0,0,6,0,0,0,0,0
48243.37,0,1,0,16,0,0,0,0,0
11409.02,0,0,0,5,1,0,0,1,0
17403.43,0,0,0,12,0,0,1,0,0
39187.67,20,0,1,30,0,0,0,0,1
78465.29,0,0,0,27,0,0,0,0,0
54407.35,0,0,0,4,0,0,0,0,0
78715.33,20,0,0,19,1,0,0,0,1
44340.79,20,0,0,37,0,0,0,0,1
50587.3,0,0,0,22,0,1,0,0,1
26596.53,20,1,0,21,0,0,0,0,0
47993.32,40,0,0,17,0,1,1,0,1
14001.31,0,1,0,17,0,0,0,1,0
64176.78,20,0,0,21,0,0,0,1,1
65780.34,0,1,0,23,0,0,1,0,1
22196.51,0,0,0,18,0,0,0,0,0
44583.23,0,0,0,27,0,0,0,0,0
31122.97,20,0,0,38,0,0,0,0,1
85330.97,20,0,1,23,0,0,0,1,1
9615.74,40,0,0,24,0,0,0,0,0
42592.77,0,0,0,34,0,1,0,0,0
99789.09,0,0,1,12,1,0,0,1,1
11656.95,0,0,0,17,0,0,0,0,0
13422.45,0,0,1,17,0,0,1,0,0
79103.97,20,0,0,36,0,0,0,0,1
60581.38,0,0,0,33,1,0,0,1,1
18339.1,0,0,0,24,0,1,1,1,0
83197.02,0,0,1,6,0,0,1,0,1
12012.75,0,0,0,3,0,0,0,0,0
91838.22,20,0,0,12,0,0,0,0,0
31619.0,0,0,0,14,0,0,0,0,0
15592.42,0,0,1,11,0,0,0,0,0
28830.76,20,1,0,9,0,0,0,0,1
27642.52,0,0,0,24,0,0,1,0,0
15165.94,40,0,0,16,1,0,0,0,1
87674.29,0,0,0,39,0,0,0,0,0
35006.87,0,0,1,20,0,0,0,1,0
65492.63,0,0,0,1,0,0,0,0,0
14159.79,0,1,0,11,0,0,0,0,0
24670.03,0,0,0,7,0,0,0,1,0
54560.58,20,1,0,17,0,0,0,0,1
87771.79,0,1,1,12,0,1,0,0,1
20309.82,0,1,0,34,0,0,0,0,0
96544.67,20,1,1,13,0,0,0,0,1
63435.11,20,1,0,1,0,0,0,0,1
38796.78,0,1,1,2,0,0,0,0,0
6847.63,0,0,0,21,0,1,0,0,0
94410.82,0,0,0,23,0,0,0,0,1
21939.88,0,0,0,29,0,0,0,1,1
93445.82,0,0,0,24,1,0,0,0,0
24209.71,40,1,1,8,0,1,0,1,1
48486.9,0,0,0,20,0,1,0,0,0
29008.63,20,0,0,9,1,0,1,1,1
36015.03,0,0,0,17,0,0,1,0,0
98652.55,0,0,0,21,0,0,0,0,1
87350.41,0,0,0,1,0,0,0,0,0
76346.56,0,0,0,17,0,0,0,0,0
15994.33,0,0,1,23,0,0,0,1,1
38840.67,0,0,0,9,0,0,0,0,0
81594.74,0,0,0,33,0,0,0,0,0
97713.88,0,0,1,30,0,1,1,0,1
96697.43,20,0,0,5,0,1,0,0,0
3396.07,40,0,0,13,1,0,0,1,1
17165.83,20,1,0,22,0,0,0,1,1
84738.29,0,1,1,18,1,0,0,0,1
10425.05,0,0,1,34,0,0,0,0,0
91790.68,0,0,0,4,0,0,0,0,0
39013.38,0,0,0,23,1,0,0,0,0
78025.21,20,0,0,24,0,0,0,0,0
27447.03,0,0,0,3,0,0,0,1,0
51099.59,0,0,1,6,0,0,0,0,0
84689.74,0,0,1,5,1,0,0,0,1
56839.93,0,0,0,22,0,0,1,0,0
11712.27,0,0,0,30,0,0,0,0,0
30236.82,20,1,0,12,0,0,0,0,0
66528.79,0,0,0,37,0,0,0,0,1
63613.82,0,0,0,4,0,0,0,0,0
1452.82,20,0,0,12,0,0,0,0,0
61507.79,20,0,0,35,1,0,0,0,1
48295.14,20,1,1,34,0,0,0,0,1
51604.9,0,0,0,20,1,0,0,0,1
95237.23,0,1,0,9,0,0,0,0,1
84027.48,0,0,0,31,0,0,1,0,1
8821.1,20,1,1,14,0,0,0,1,1
15109.48,0,0,1,18,1,0,0,0,0
17505.49,0,0,0,28,0,0,0,0,0
662.9,0,0,0,0,0,0,0,0,0
80638.76,0,0,0,37,0,0,0,0,1
48574.19,40,1,0,12,1,0,0,0,1
48382.14,0,0,1,24,0,0,1,0,1
32892.77,0,0,0,33,0,0,0,0,0
35869.57,0,1,1,21,0,0,0,0,0
951.02,0,0,0,12,0,0,0,0,0
40951.69,0,0,0,16,0,0,0,0,0
86249.42,0,1,1,25,0,0,0,0,1
51201.77,20,0,0,28,0,0,1,0,1
8608.07,0,0,0,13,0,0,0,0,0
84152.89,40,1,0,27,1,0,0,1,1
30008.77,40,0,1,8,0,0,0,0,1
30355.28,0,1,1,29,1,1,0,1,1
67674.76,20,0,0,7,0,0,0,0,0
64381.88,0,1,1,13,0,0,0,0,1
66532.03,20,0,0,30,0,0,0,0,1
94550.34,0,1,1,7,0,1,0,0,1
56177.0,0,0,0,33,0,0,0,0,1
29676.08,0,0,0,2,0,0,0,0,0
58877.44,40,0,1,29,0,0,0,0,1
27529.87,0,1,1,10,0,0,0,0,0
9413.14,20,0,1,37,1,0,0,1,1
7602.91,20,0,1,28,0,0,1,1,1
16742.02,0,0,0,6,0,1,0,0,0
57792.41,20,1,0,35,0,1,0,1,1
1452.15,40,0,0,28,0,0,0,0,1
38868.12,0,0,0,22,1,0,0,1,0
24361.72,20,0,1,25,0,0,0,0,1
83556.3,20,0,1,8,0,0,0,0,1
65794.41,0,0,0,0,1,0,0,1,1
35381.18,0,0,0,35,0,0,0,1,0
29210.33,20,1,0,24,0,0,0,0,1
65858.51,0,1,0,17,0,0,1,0,1
16769.52,20,0,0,30,1,1,1,0,1
17925.1,0,0,0,17,0,1,0,1,0
59429.44,20,0,0,15,0,0,0,1,0
55321.68,20,1,0,25,0,0,0,0,1
2600.62,0,0,0,7,0,0,0,0,0
27813.99,20,0,0,13,0,1,0,0,0
35470.01,20,0,0,23,0,0,0,0,0
11499.94,40,0,0,19,0,0,0,0,0
34224.11,0,0,0,12,0,0,0,1,0
77000.62,0,0,1,19,0,0,0,0,1
51843.06,0,0,0,26,0,0,0,0,0
49531.23,0,0,0,31,0,0,0,0,0
53562.12,0,0,0,38,0,1,0,0,1
69175.67,20,0,0,12,1,0,0,0,1
5085.86,20,0,0,13,0,0,0,0,0
72115.58,0,0,0,6,1,0,0,0,0
73066.56,0,0,1,19,0,0,0,0,0
58809.81,20,1,1,11,0,0,0,0,1
82299.26,20,0,0,28,0,0,0,0,1
75071.87,0,0,0,30,1,0,0,0,1
7813.55,40,0,1,23,0,0,0,0,1
10663.54,20,0,1,28,0,0,0,0,1
6120.48,40,1,0,38,0,0,1,0,1
48810.17,20,0,1,6,1,0,0,1,1
14665.37,0,1,0,2,0,0,0,1,0
56398.87,0,0,0,12,0,0,0,0,0
9856.52,0,0,0,27,1,1,0,0,0
8331.6,20,0,1,22,0,0,0,1,1
21009.45,0,0,0,5,0,0,0,1,0
31545.81,0,0,0,38,0,0,0,1,0
74478.97,0,0,1,30,1,1,0,0,1
9192.77,0,0,0,13,0,0,0,0,0
32929.99,0,0,1,6,1,0,0,0,0
1344.71,20,0,0,29,0,0,0,0,1
3082.1,0,0,1,5,1,0,0,0,0
34751.52,40,0,0,16,0,1,0,0,1
7012.43,20,0,0,20,0,0,0,0,0
48866.2,40,1,0,6,0,0,1,0,1
91068.47,20,0,0,23,0,0,0,0,1
33645.97,0,0,0,13,0,0,0,0,0
98005.04,0,0,0,30,0,0,0,0,0
62950.44,0,1,0,36,1,0,0,1,1
58073.37,0,0,1,0,0,0,0,0,0
96811.28,0,0,0,19,0,0,0,0,1
1030.89,40,0,0,20,1,0,0,0,1
2485.79,0,0,1,30,0,0,0,0,1
11797.82,20,0,0,13,1,0,0,0,0
38643.4,0,0,0,21,0,0,0,0,0
3249.34,20,0,0,26,0,0,0,0,0
20470.18,20,0,1,20,0,0,0,0,0
34977.13,40,1,1,19,0,1,0,0,1
29075.09,0,0,0,32,0,0,0,0,0
44111.61,0,1,1,36,1,0,1,0,1
17210.37,20,0,0,5,0,0,0,0,0
68205.13,0,0,0,8,0,0,0,0,0
9330.14,0,0,0,2,0,0,0,0,0
67144.26,0,1,1,6,0,0,0,0,1
80886.63,20,0,1,28,0,0,0,0,1
97309.3,20,0,0,9,0,0,0,1,0
55298.05,0,0,0,7,0,0,0,1,0
93903.11,0,0,0,7,1,0,0,0,0
83161.87,20,0,0,10,0,0,0,0,1
42407.1,0,0,1,15,0,0,0,0,0
4369.25,0,0,0,21,0,0,0,1,0
93817.28,40,0,0,34,0,0,0,1,1
69643.52,0,0,0,24,0,1,0,0,1
4434.82,0,0,0,40,0,0,0,0,0
28988.69,20,0,1,39,1,0,0,0,1
60184.22,20,0,0,30,1,0,0,0,1
4232.4,20,0,0,5,0,0,0,0,0
61653.03,20,0,0,34,0,0,0,0,1
48970.71,0,0,0,30,0,0,0,0,0
10692.44,0,1,0,28,0,0,0,0,0
22342.92,40,0,0,3,1,1,0,0,1
48578.11,0,0,0,3,0,1,1,0,1
46031.36,0,0,0,39,0,0,0,0,0
73901.37,20,0,0,24,0,0,0,0,1
94582.08,20,0,0,29,1,0,0,1,1
30734.8,40,0,1,3,0,0,1,0,1
32370.8,0,1,0,39,0,0,0,1,1
76630.11,20,0,0,27,0,0,0,0,1
66823.73,0,0,0,11,0,0,1,0,1
75549.23,20,0,0,9,1,0,0,0,0
79658.77,0,0,0,35,0,0,0,0,0
77478.51,20,0,0,32,0,0,0,1,1
56366.78,0,0,0,34,0,0,0,0,1
81147.01,20,0,0,25,0,0,0,1,1
91405.38,20,0,0,30,0,0,0,0,0
82266.17,0,0,1,2,0,0,0,0,0
48035.64,0,1,0,28,0,0,0,0,0
56202.08,0,1,0,14,0,0,0,0,0
64585.78,0,1,0,38,0,0,0,1,1
71636.28,20,0,0,29,0,0,0,0,1
54707.2,0,0,1,10,0,0,0,0,1
36589.82,0,0,1,12,0,0,0,1,0
63684.94,20,0,0,14,0,0,0,0,1
87837.68,0,0,0,30,0,0,0,0,0
30980.6,0,1,0,30,0,0,0,0,0
39377.99,0,0,0,26,1,0,0,0,1
41128.57,20,0,1,10,1,0,0,0,0
41757.48,0,0,0,24,0,0,0,0,0
11490.87,0,0,0,30,0,1,0,0,0
92253.27,0,0,0,19,0,0,1,0,0
40728.5,0,0,0,20,0,0,0,0,0
15230.91,0,0,0,37,0,0,0,0,0
71393.09,20,0,0,19,0,0,0,0,0
21444.47,20,0,0,31,0,0,0,0,0
64073.8,0,0,1,21,0,0,0,0,0
16667.9,20,0,0,4,0,0,0,0,0
91926.66,0,0,0,37,0,0,0,0,0
98779.18,20,0,0,22,1,0,1,0,1
2236.24,40,0,0,20,0,1,1,1,1
24671.46,40,0,0,33,1,0,0,0,1
54226.24,0,0,0,31,0,1,0,0,1
59820.0,0,0,1,34,0,0,0,0,1
20774.28,0,0,0,38,0,0,0,0,0
35695.18,0,0,0,28,0,0,0,1,0
86478.12,0,0,0,38,0,0,1,0,1
88943.58,0,0,1,29,1,0,0,0,1
98392.44,0,1,0,34,0,0,0,0,1
55623.78,20,0,0,3,0,0,1,0,1
39905.55,20,0,0,20,1,0,0,0,0
93267.79,0,1,0,5,1,0,0,0,1
99162.31,20,0,0,16,0,0,0,0,0
7493.1,0,0,0,1,0,0,0,0,0
38725.52,20,0,1,24,0,0,1,1,1
94040.2,20,1,0,33,0,0,1,0,1
10378.59,0,0,0,27,1,1,0,1,0
30350.18,0,0,0,10,0,1,0,1,0
69592.36,40,1,0,9,0,0,0,0,1
80202.31,20,0,1,33,0,0,1,0,1
16555.41,0,0,0,18,0,1,0,0,0
62159.11,40,0,0,26,0,1,0,0,1
63796.25,0,0,0,3,1,1,0,0,1
21811.37,20,0,0,24,0,0,0,0,1
26913.44,0,0,1,26,0,1,0,0,0
81340.87,0,0,0,3,0,0,1,0,1
93371.15,20,0,0,25,0,0,1,0,1
30665.28,20,0,0,36,1,1,0,0,1
46288.8,20,0,0,2,0,0,0,0,0
53456.87,0,0,0,30,0,0,0,0,1
21955.37,0,1,0,25,0,0,0,0,0
76326.34,0,0,0,28,0,0,0,0,1
10834.49,0,0,0,24,0,0,0,0,0
16467.03,0,1,0,14,1,1,0,1,0
73213.07,0,0,0,4,0,0,0,0,0
57833.06,0,0,0,6,0,0,0,0,0
29574.14,0,0,0,4,0,1,0,0,0
95376.28,20,0,1,18,0,0,0,0,1
17349.81,20,0,1,7,0,0,0,0,1
52222.76,0,0,0,39,0,1,0,0,1
41629.52,20,1,1,32,0,0,0,0,1
45653.1,0,0,0,27,0,0,0,0,0
45097.92,0,0,0,35,0,0,0,0,0
39452.97,0,1,0,35,0,1,0,1,1
34640.24,20,0,0,2,0,1,0,0,0
30799.65,20,0,0,15,0,0,0,0,0
74759.98,0,0,0,12,0,0,0,0,0
62551.49,20,0,0,38,0,0,0,1,1
33593.3,20,0,1,1,0,1,0,0,0
90892.31,0,0,0,31,0,1,1,1,1
4888.12,20,0,0,30,0,0,0,0,1
21897.82,0,0,0,17,0,0,0,1,0
11793.02,0,0,1,33,0,1,0,0,0
76188.32,0,0,0,18,0,1,0,1,1
19774.1,20,0,0,22,0,0,0,1,1
56147.53,0,0,0,5,0,0,0,0,0
96335.15,20,0,0,32,1,0,0,0,1
44148.62,20,1,0,22,0,0,0,0,0
32237.56,20,0,0,11,0,0,0,0,0
36626.43,0,0,0,28,1,0,0,0,1
52731.55,20,1,0,14,0,0,0,0,1
81186.89,20,0,0,25,0,0,0,0,1
2594.64,0,0,1,33,0,0,1,0,1
57767.62,0,0,0,12,0,1,0,0,1
60891.59,20,0,0,36,0,0,0,0,1
85651.17,0,0,0,21,0,0,0,0,0
5759.25,0,1,0,39,0,1,0,0,0
94960.0,40,0,0,27,0,1,1,1,1
75368.85,0,0,0,4,1,0,0,0,0
61893.83,0,0,0,24,0,0,0,0,0
12056.96,0,0,0,7,0,0,0,0,0
15958.97,0,0,0,12,0,1,0,0,0
69939.88,0,0,0,24,0,0,0,0,0
76094.28,0,0,0,19,0,0,0,0,0
65709.07,0,0,0,14,0,1,0,0,0
5310.6,0,1,0,11,0,0,0,0,0
98205.43,20,1,0,30,0,0,1,0,1
92124.64,0,0,0,13,0,0,0,0,0
82942.95,20,0,0,21,0,0,0,0,1
7472.88,0,0,0,5,0,0,0,0,0
30158.86,20,0,0,18,0,0,0,1,0
35780.8,0,0,0,31,0,0,0,0,0
86853.89,0,0,1,24,0,0,0,0,1
33957.72,0,0,0,24,0,1,0,1,0
22391.55,40,0,0,11,0,0,0,0,0
34476.92,40,0,0,24,1,1,0,0,1
95793.45,0,0,0,38,1,0,0,0,1
47011.63,0,1,0,9,1,0,1,0,0
92226.07,20,0,0,14,0,0,0,0,0
79792.38,20,0,0,17,0,0,0,0,0
71362.33,0,0,0,7,0,0,0,0,0
22478.96,20,1,0,36,0,0,0,0,0
99959.03,0,0,0,30,0,0,0,0,0
20853.75,0,0,0,37,0,1,0,1,1
30079.91,40,1,0,23,0,1,1,0,1
9555.32,0,1,1,37,0,1,0,0,1
24491.8,0,0,0,13,0,0,0,0,0
15663.84,20,0,1,7,1,0,0,0,1
65077.19,40,0,0,5,0,0,0,0,0
72153.19,0,0,0,8,0,1,1,0,1
96806.9,20,0,0,32,0,0,0,0,1
72444.5,20,0,1,4,0,0,0,0,1
70233.87,0,1,0,4,0,0,0,0,1
42308.32,0,0,1,5,0,0,1,1,1
31977.3,0,0,0,4,0,0,0,1,0
18949.22,0,0,0,25,1,0,0,0,0
97384.46,0,0,1,15,0,0,0,0,1
39165.64,40,0,1,38,0,0,0,1,1
10477.5,0,0,0,18,0,0,0,0,0
93997.23,0,0,0,16,1,1,0,0,1
38316.99,20,0,0,14,0,1,0,0,1
1651.79,0,0,0,27,0,0,0,0,0
82991.91,0,1,1,6,0,0,0,0,1
50320.77,0,0,0,7,0,0,0,0,0
69449.09,20,1,0,36,0,0,1,0,1
15039.61,20,0,0,2,0,0,0,1,0
16612.51,0,0,0,15,0,0,0,0,0
97489.7,0,0,0,10,0,0,0,0,0
37277.59,0,0,0,2,0,1,0,0,0
45960.28,0,0,0,9,1,1,0,0,0
62493.55,0,0,0,29,0,0,0,0,0
76074.64,0,1,0,38,0,0,1,1,1
17846.59,0,0,0,29,1,0,0,0,0
98094.97,20,0,0,31,0,0,0,1,1
6365.24,0,0,0,23,0,0,0,0,0
83420.42,20,0,0,6,0,0,0,0,1
39926.75,0,0,0,4,1,1,0,0,0
15992.68,40,0,0,33,0,0,0,0,0
40568.84,20,0,1,1,0,1,0,1,1
97773.02,0,0,0,33,0,0,0,0,0
27059.94,0,0,0,31,0,1,0,0,1
82486.49,40,0,0,39,1,0,0,0,1
98023.94,0,0,0,24,0,0,0,1,0
55021.96,0,0,0,35,0,0,1,1,1
6157.72,0,1,0,4,0,0,0,0,0
36651.53,0,0,0,17,0,0,0,0,0
10109.01,40,1,0,14,0,0,0,0,0
69301.85,0,1,0,36,0,0,0,0,1
95670.08,40,0,1,14,0,1,0,1,1
18002.74,0,1,0,21,0,1,0,1,1
9829.87,20,0,0,31,0,1,0,0,1
38829.65,0,0,0,11,1,0,0,0,0
4096.92,0,0,1,34,0,0,0,1,1
77645.43,0,0,0,5,0,1,1,1,1
52491.26,0,0,1,3,1,1,1,1,1
76362.84,0,0,0,2,0,0,0,1,0
96768.29,20,1,0,38,0,0,0,0,1
95683.08,0,0,1,32,0,0,0,0,1
29059.55,0,1,0,38,0,0,0,1,1
26615.86,0,0,0,14,0,0,0,1,0
33919.52,0,0,0,26,0,0,0,0,0
8625.69,20,0,0,11,0,0,0,0,0
90075.33,40,0,0,23,0,0,0,0,1
86337.77,0,0,0,16,0,0,0,1,1
25059.96,0,1,0,11,0,0,0,1,0
41659.94,0,0,0,35,0,0,0,0,0
97334.4,20,0,1,27,0,0,0,0,1
14726.52,0,0,1,33,0,0,0,0,1
8823.84,0,1,0,27,0,0,0,0,1
56488.62,0,1,0,39,0,0,1,0,1
49678.72,0,0,0,19,1,0,0,0,0
31908.83,0,1,0,5,0,0,1,0,0
15626.59,40,0,0,15,1,0,0,0,1
24846.74,0,0,0,1,0,0,0,0,0
70671.33,0,0,0,24,0,0,0,1,1
95032.23,0,0,0,25,1,0,0,0,1
2953.87,40,0,0,5,0,0,0,1,1
99265.91,0,0,0,24,0,0,0,0,1
4475.11,0,0,0,14,0,0,1,0,0
22916.14,0,0,1,36,0,0,0,0,0
58535.68,20,0,0,0,1,0,1,0,1
72094.29,0,0,0,8,0,0,0,0,0
3413.6,0,0,0,32,0,0,0,0,0
65967.44,20,0,0,27,0,0,0,0,1
73617.73,0,0,0,30,1,1,0,1,1
58720.4,20,1,0,38,0,0,0,0,1
19581.36,0,1,0,14,0,1,0,0,1
2710.16,40,0,1,29,1,0,0,0,1
77489.04,0,0,0,25,0,0,0,0,0
25461.67,0,1,0,36,0,0,0,0,0
5267.31,20,0,0,37,0,0,0,1,0
73032.6,0,1,0,16,1,0,0,1,1
47579.36,0,0,0,21,0,0,0,0,0
6792.5,0,0,0,0,0,0,0,0,0
71846.58,20,0,1,6,0,0,0,0,1
99357.49,40,0,0,22,1,1,0,0,1
7160.63,0,0,0,14,0,0,1,0,0
38707.82,0,0,0,19,1,0,0,0,0
43118.51,40,0,0,0,0,1,0,1,1
26726.92,0,1,1,40,0,0,1,0,1
22931.28,40,1,1,11,0,1,0,0,1
47494.86,0,0,1,28,0,0,0,1,0
74736.35,20,0,0,34,1,1,0,0,1
29995.28,20,0,0,6,0,0,0,0,0
19488.61,0,0,0,22,0,0,0,0,0
41223.84,20,0,0,4,0,0,0,0,0
60205.79,0,0,1,33,0,0,0,0,1
51437.53,0,0,1,36,0,0,0,0,1
38350.15,0,0,0,17,0,0,0,0,0
79327.72,0,0,1,15,0,0,0,0,1
4892.78,20,1,0,36,1,0,0,0,1
18118.56,0,0,1,27,0,0,0,0,0
56132.29,0,0,0,38,0,0,0,0,0
89391.84,0,0,0,2,0,0,1,1,0
40859.6,40,0,0,12,0,0,0,0,1
84997.79,20,0,0,29,0,0,0,0,1
50160.14,0,1,0,23,0,0,0,0,1
48925.82,0,0,0,7,0,0,0,0,0
88374.94,40,0,0,15,0,1,0,0,1
73101.83,0,0,0,0,0,0,0,0,0
70387.4,0,0,0,12,0,0,0,0,0
1829.46,0,0,0,12,0,0,0,0,0
74072.61,0,0,1,29,1,0,0,0,1
88655.12,20,0,0,39,0,0,0,0,1
6514.16,20,0,0,24,0,0,0,1,0
11005.44,0,0,0,13,0,0,0,0,0
28739.06,20,1,1,11,1,0,0,0,1
21510.26,0,0,0,18,1,0,0,1,1
50248.2,0,1,1,21,0,0,0,0,1
12638.67,20,0,1,40,0,0,0,0,1
32425.91,0,0,1,0,0,0,0,1,0
4611.7,20,0,0,21,0,0,0,1,0
31222.33,0,0,0,16,0,0,0,0,0
55737.05,0,0,0,6,0,0,0,0,0
14848.88,20,1,0,11,0,0,0,0,0
56898.96,20,0,0,25,0,1,0,0,1
61779.16,20,1,0,34,1,0,1,0,1
51775.82,0,0,0,30,0,0,1,0,1
7384.28,0,0,0,30,0,1,0,0,0
81020.48,0,0,1,39,1,0,0,0,1
21456.03,0,0,0,23,0,1,1,0,0
15483.81,40,0,1,32,0,0,0,0,1
76728.18,0,1,0,30,1,0,0,1,1
96985.39,0,0,0,39,0,0,0,0,0
39874.34,0,0,1,19,0,1,0,0,1
23907.0,0,1,0,25,0,1,0,1,0
64798.94,0,0,0,13,0,0,0,0,1
50478.42,0,0,1,16,0,1,0,0,1
3123.87,20,0,0,37,0,0,0,0,0
53598.45,20,0,1,37,0,0,1,0,1
94660.24,20,0,0,0,1,0,0,0,1
77643.87,40,0,0,39,0,0,0,0,1
12566.43,0,0,0,33,0,0,0,1,1
72510.76,20,0,0,19,1,0,0,1,1
46584.86,0,0,0,24,0,1,0,0,0
11608.88,0,0,0,5,0,0,0,0,0
30931.96,0,1,1,12,0,0,0,0,1
25682.39,0,0,1,6,0,1,0,0,0
4213.42,0,0,0,33,0,0,0,0,0
86544.34,0,0,0,0,0,0,0,0,0
35267.51,0,0,0,16,0,1,0,0,0
39765.96,20,0,0,10,0,0,0,0,0
53174.19,20,0,1,15,0,1,0,0,1
73776.18,0,0,0,35,0,0,1,0,1
92388.7,20,1,1,9,0,0,0,0,1
86498.79,0,0,1,24,0,0,0,0,1
37927.9,0,1,0,31,0,0,0,0,0
57159.04,0,0,0,25,0,0,1,0,0
5349.66,20,0,1,3,0,0,0,1,1
70157.77,0,0,1,40,0,0,0,0,1
37803.04,20,0,0,20,0,0,0,0,0
32497.03,0,1,0,14,0,0,0,0,1
73453.61,0,1,0,24,0,0,0,0,1
40589.9,40,0,1,37,0,1,0,0,1
80564.84,40,0,0,14,1,0,0,0,1
33111.51,0,0,0,6,1,0,0,1,0
44722.81,20,0,0,39,1,0,0,0,1
59864.19,0,0,0,22,0,0,0,1,0
36688.63,0,0,0,7,0,0,0,1,0
80473.32,0,0,0,18,1,0,0,0,0
20527.98,0,0,0,1,0,0,0,1,0
79772.74,20,0,1,31,1,0,0,0,1
88350.77,40,0,0,16,0,0,0,0,1
18578.07,20,0,1,39,0,1,0,0,1
89039.41,0,0,1,17,0,1,1,1,1
67260.87,20,0,0,20,0,0,0,0,0
19154.11,40,0,1,10,0,0,0,0,0
46113.27,0,0,0,36,0,0,0,0,0
41540.01,0,0,0,5,1,1,0,0,0
13750.16,0,0,0,25,0,1,1,0,0
27076.97,0,0,1,31,0,1,0,0,0
99829.6,20,0,0,21,0,0,0,1,1
54085.17,0,0,0,10,0,0,0,0,0
31999.31,0,1,1,35,0,0,1,0,1
32085.2,0,1,1,15,0,0,0,0,0
8151.37,20,0,0,15,0,1,0,0,0
18319.94,0,0,0,31,0,0,0,0,0
61264.9,0,0,0,2,0,0,0,0,0
37874.11,0,0,0,37,1,0,0,0,1
63876.12,0,1,1,39,1,0,0,1,1
33903.66,40,0,0,32,0,1,0,1,1
85774.66,0,0,0,29,0,0,0,0,0
33806.69,0,0,1,17,0,1,0,0,0
35196.11,20,0,0,21,0,0,0,0,1
5759.48,0,0,0,20,0,0,0,0,0
9238.51,20,0,1,22,0,0,0,0,0
78935.58,20,0,1,37,0,0,0,1,1
82967.08,20,0,1,39,0,0,0,0,1
26149.35,40,1,1,33,0,0,0,0,1
72902.18,20,0,0,24,0,0,0,0,1
36618.96,0,0,1,3,1,0,0,0,0
55249.53,0,1,0,9,0,0,0,0,1
89179.16,0,0,0,21,0,0,0,1,0
3314.97,0,0,0,2,0,0,0,0,0
57587.99,0,0,0,9,0,1,0,0,0
71902.96,20,1,0,40,1,0,0,0,1
11629.64,20,1,0,35,1,0,0,1,1
58071.63,20,0,0,16,0,0,0,1,1
39952.28,20,0,0,15,0,0,0,0,0
4454.85,0,0,0,5,1,0,0,1,0
76390.71,20,0,0,5,0,0,0,1,1
93667.41,0,0,1,12,0,0,0,0,0
95221.57,40,0,0,3,0,0,0,0,1
58047.26,20,0,0,12,0,0,0,0,0
37854.41,20,0,0,23,0,0,0,0,1
95449.18,0,0,1,40,0,0,1,1,1
70152.22,0,0,1,7,0,0,0,0,1
64354.94,0,0,0,33,0,1,0,0,1
78575.3,0,0,0,24,1,0,0,0,0
14491.18,0,0,0,12,1,0,0,1,0
35696.06,0,0,0,31,0,1,0,0,0
31984.84,0,0,1,27,0,1,1,0,1
83182.05,0,0,0,1,0,1,0,1,0
61850.27,20,0,0,28,0,1,1,0,1
46246.46,0,1,0,34,0,0,0,0,1
60554.02,0,0,1,35,0,0,0,0,1
71884.76,0,1,0,7,0,0,0,1,1
72955.65,20,0,0,10,0,1,0,0,1
99024.02,0,0,0,1,1,0,0,0,0
75919.28,40,0,0,39,0,0,0,0,1
78521.54,0,0,0,0,0,0,0,0,0
39934.19,0,0,1,24,0,0,1,1,1
12870.92,0,0,1,28,0,0,0,0,0
44224.24,0,0,0,5,0,1,0,0,0
61376.07,0,0,0,38,0,0,0,0,0
10036.47,40,0,1,5,0,0,1,0,1
80502.69,20,0,0,36,0,0,0,0,1
24245.14,0,0,0,8,1,0,0,0,0
93304.64,20,0,1,24,0,0,0,0,1
18127.15,0,0,0,19,1,0,0,0,0
55078.24,0,1,0,10,0,1,1,0,1
88219.78,20,0,0,38,0,1,0,0,1
18744.6,0,0,0,25,0,0,0,0,0
73812.64,0,0,0,38,1,1,0,0,1
80225.24,20,0,1,34,0,0,0,0,1
44087.52,0,0,0,34,0,0,1,0,1
28599.52,0,1,0,10,0,0,0,0,0
44292.97,20,0,0,0,0,0,0,0,0
84915.31,0,0,1,21,0,0,0,1,1
51239.18,0,0,0,16,0,0,0,0,0
